Company,TypeName,Ram,OpSys,Weight,TouchScreen,Ips,Cpu_Speed,Cpu_Type,Gpu_vender,HDD,SSD,ppi,Price_USD
Asus,Notebook,4,Windows 10,2.37,0,0,2.4,Intel Core i3,Intel,1000,0,100.45466986113652,418.94
HP,Notebook,4,Windows 10,2.1,0,0,1.5,AMD Processor,AMD,500,0,100.45466986113652,346.5
Lenovo,Gaming,16,Windows 10,3.2,0,1,2.8,Intel Core i7,Nvidia,1000,256,141.21199808219862,1573.95
Dell,Notebook,8,Windows 10,1.6,0,0,2.5,Intel Core i5,Intel,0,256,157.3505121487356,901.95
Acer,2 in 1 Convertible,8,Windows 10,1.6,1,1,2.3,Intel Core i5,Intel,0,256,165.6321180513006,723.45
Dell,Notebook,16,Linux,2.36,0,0,2.7,Intel Core i7,AMD,0,256,141.21199808219862,943.95
Acer,Notebook,4,Linux,2.1,0,0,2.0,Intel Core i3,Intel,1000,0,100.45466986113652,409.5
Asus,Notebook,4,Windows 10,2.2,0,0,2.5,AMD Processor,AMD,1000,128,141.21199808219862,603.75
Asus,Gaming,32,Windows 10,4.7,0,0,2.9,Intel Core i7,Nvidia,1000,512,127.33567457123112,4084.5
Acer,Gaming,8,Windows 10,2.5,0,1,2.5,Intel Core i5,Nvidia,0,256,141.21199808219862,888.3
Lenovo,Notebook,8,Windows 10,2.2,0,0,2.0,Intel Core i3,Intel,0,128,100.45466986113652,618.45
Asus,Notebook,8,Windows 10,2.1,0,0,1.8,Intel Core i7,Nvidia,1000,128,127.33567457123112,1202.25
Asus,Notebook,8,No OS,2.69,0,0,2.7,Intel Core i7,Nvidia,1000,128,127.33567457123112,933.45
Dell,Gaming,8,Windows 10,2.56,0,0,2.5,Intel Core i5,Nvidia,0,256,141.21199808219862,922.95
Lenovo,2 in 1 Convertible,8,Windows 10,1.38,1,1,2.7,Intel Core i7,Intel,0,256,158.48253022174808,1132.95
Dell,Notebook,8,Windows 10,2.2,0,0,1.8,Intel Core i7,AMD,2000,128,141.21199808219862,1034.25
HP,Notebook,8,Windows 10,2.04,1,0,2.5,Intel Core i5,Intel,1000,0,100.45466986113652,586.95
Asus,Gaming,16,Windows 10,3.6,0,0,2.9,Intel Core i7,Nvidia,0,256,127.33567457123112,3148.95
HP,Notebook,4,Windows 10,1.49,0,1,1.6,Intel Core i5,Intel,500,0,165.6321180513006,708.75
Apple,Ultrabook,8,macOS,1.37,0,1,3.1,Intel Core i5,Intel,0,512,226.98300468106115,2142.0
Dell,2 in 1 Convertible,8,Windows 10,2.08,1,1,1.8,Intel Core i7,Intel,1000,0,141.21199808219862,859.95
Asus,Gaming,16,Windows 10,4.3,0,0,2.8,Intel Core i7,Nvidia,1000,256,127.33567457123112,1888.95
Asus,Notebook,4,Windows 10,1.68,0,0,3.0,AMD Processor,AMD,1000,0,100.45466986113652,492.45
Lenovo,2 in 1 Convertible,8,Windows 10,1.37,1,1,1.8,Intel Core i7,Intel,0,512,158.48253022174808,1941.45
Acer,Notebook,4,Windows 10,3.0,0,1,2.7,Intel Core i3,Nvidia,0,256,127.33567457123112,737.1
Dell,Ultrabook,8,Windows 10,1.41,0,0,1.6,Intel Core i5,Intel,0,256,165.6321180513006,996.45
HP,Notebook,8,Windows 10,1.91,0,0,2.5,AMD Processor,AMD,0,128,100.45466986113652,468.2
HP,Notebook,16,Windows 10,2.9,0,1,1.8,Intel Core i7,Nvidia,1000,0,127.33567457123112,1111.95
MSI,Gaming,16,Windows 10,4.14,0,0,2.8,Intel Core i7,Nvidia,1000,512,127.33567457123112,2623.95
Lenovo,2 in 1 Convertible,8,Windows 10,2.0,1,1,2.8,Intel Core i7,Nvidia,0,512,141.21199808219862,1783.95
Dell,Notebook,8,Windows 10,2.8,0,0,1.8,Intel Core i7,AMD,1000,128,127.33567457123112,1199.1
Lenovo,Notebook,4,No OS,2.2,0,0,2.0,Intel Core i3,Intel,0,256,141.21199808219862,466.2
HP,Notebook,4,Windows 10,2.1,0,1,1.6,Intel Core i5,Intel,500,0,141.21199808219862,758.1
Dell,Notebook,4,Windows 10,2.18,0,0,2.5,Intel Core i5,Intel,1000,0,141.21199808219862,689.85
Dell,Notebook,8,Windows 10,2.24,0,0,2.5,Intel Core i5,AMD,1000,0,141.21199808219862,593.25
Dell,2 in 1 Convertible,8,Windows 10,2.67,1,0,1.6,Intel Core i5,Intel,0,256,141.21199808219862,838.95
Asus,2 in 1 Convertible,8,Windows 10,1.1,1,0,1.8,Intel Core i7,Intel,0,1024,165.6321180513006,1573.95
Lenovo,Notebook,4,No OS,2.2,0,0,2.5,Intel Core i5,Intel,1000,0,141.21199808219862,490.35
HP,Notebook,8,Windows 10,2.5,0,0,1.8,Intel Core i7,Nvidia,1000,0,127.33567457123112,1068.9
Lenovo,Notebook,8,Windows 10,2.05,0,0,1.8,Intel Core i7,Intel,0,256,141.21199808219862,924.0
Apple,Ultrabook,8,macOS,1.37,0,1,2.9,Intel Core i5,Intel,0,512,226.98300468106115,2056.85
Asus,Gaming,16,Windows 10,3.2,0,0,3.0,AMD Processor,AMD,1000,256,127.33567457123112,1626.45
Dell,Notebook,8,Linux,2.14,0,0,1.8,Intel Core i7,AMD,0,256,141.21199808219862,771.82
Lenovo,2 in 1 Convertible,16,Windows 10,1.36,1,0,2.6,Intel Core i7,Intel,0,512,209.8006828649808,2623.95
Toshiba,Notebook,8,Windows 10,2.2,0,0,2.5,Intel Core i7,Nvidia,500,0,100.45466986113652,852.6
Dell,Notebook,12,Windows 10,2.3,0,0,2.7,Intel Core i7,Intel,1000,0,100.45466986113652,748.72
Dell,Notebook,8,Linux,2.8,0,0,1.8,Intel Core i7,AMD,1000,128,127.33567457123112,1153.95
Acer,Notebook,8,Windows 10,2.2,0,1,1.8,Intel Core i7,Nvidia,1000,0,141.21199808219862,782.25
Lenovo,Notebook,4,Windows 10,2.8,0,0,2.0,Intel Core i3,Intel,1000,0,106.11306214269258,513.45
Lenovo,Notebook,8,No OS,2.8,0,0,1.8,Intel Core i7,Nvidia,2000,0,127.33567457123112,891.45
Lenovo,Notebook,6,Windows 10,2.8,0,0,2.7,Intel Core i7,Nvidia,1000,128,106.11306214269258,901.95
Dell,Notebook,4,Linux,2.25,0,0,2.0,Intel Core i3,AMD,1000,0,141.21199808219862,449.4
Lenovo,Gaming,8,Windows 10,2.5,0,1,2.5,Intel Core i5,Nvidia,0,256,141.21199808219862,870.45
Lenovo,Notebook,6,Windows 10,2.2,0,0,2.5,Intel Core i5,Intel,0,256,141.21199808219862,607.95
Acer,Notebook,8,Windows 10,3.0,0,1,1.8,Intel Core i7,Nvidia,0,256,141.21199808219862,998.55
Acer,Notebook,12,Windows 10,2.15,1,1,2.7,Intel Core i7,Intel,1000,0,141.21199808219862,691.95
Lenovo,Notebook,8,Windows 10,1.95,0,1,2.7,Intel Core i7,Intel,0,256,141.21199808219862,1151.85
Asus,Ultrabook,8,Windows 10,1.7,0,0,2.5,Intel Core i5,Nvidia,0,256,141.21199808219862,1025.85
Lenovo,Gaming,16,Windows 10,2.5,0,1,2.8,Intel Core i7,Nvidia,1000,256,141.21199808219862,1237.95
Lenovo,Notebook,8,No OS,2.2,0,0,2.7,Intel Core i7,Nvidia,1000,0,141.21199808219862,691.96
Acer,Notebook,2,Chrome OS,2.19,0,0,1.5,Other Intel Processor,Intel,0,16,100.45466986113652,208.95
Asus,Gaming,8,Windows 10,3.0,0,0,2.8,Intel Core i7,Nvidia,1000,0,127.33567457123112,1246.35
HP,Notebook,8,Windows 10,2.54,0,0,2.0,Intel Core i3,Intel,1000,0,106.11306214269258,513.45
Dell,Notebook,8,Windows 10,2.0,0,0,2.8,Intel Core i7,Nvidia,0,256,141.21199808219862,1920.45
Lenovo,Notebook,8,Windows 10,2.05,0,0,1.6,Intel Core i5,Intel,0,256,141.21199808219862,775.95
Lenovo,Gaming,8,Windows 10,3.2,0,1,2.8,Intel Core i7,Nvidia,1000,0,141.21199808219862,1363.95
Acer,Notebook,8,Linux,2.5,0,0,2.8,Intel Core i7,Nvidia,0,256,141.21199808219862,1027.95
Dell,Workstation,16,Windows 10,3.42,0,0,2.9,Intel Core i7,Nvidia,0,256,127.33567457123112,3029.1
Lenovo,Notebook,6,Windows 10,2.4,0,0,2.4,AMD Processor,AMD,1000,0,141.21199808219862,523.95
Asus,Ultrabook,16,Windows 10,1.63,0,0,2.7,Intel Core i7,Nvidia,0,512,141.21199808219862,1541.4
Asus,Notebook,4,Windows 10,1.3,0,0,2.4,Intel Core i3,Intel,0,128,111.93520355955212,534.45
Asus,Gaming,16,Windows 10,2.9,0,0,2.8,Intel Core i7,Nvidia,1000,256,127.33567457123112,2228.1
Lenovo,Notebook,6,Windows 10,2.8,0,0,2.5,Intel Core i5,Nvidia,1000,0,106.11306214269258,681.45
Lenovo,Notebook,8,No OS,2.2,0,0,2.5,Intel Core i5,Nvidia,2000,0,100.45466986113652,576.45
Asus,Gaming,8,Windows 10,2.5,0,0,2.8,Intel Core i7,Nvidia,1000,128,141.21199808219862,1328.25
Lenovo,Notebook,4,No OS,2.2,0,0,1.1,Other Intel Processor,Intel,1000,0,100.45466986113652,377.99
HP,2 in 1 Convertible,16,Windows 10,1.28,1,0,2.8,Intel Core i7,Intel,0,256,165.6321180513006,2073.75
Toshiba,Notebook,8,Windows 10,2.2,0,1,2.5,Intel Core i7,Nvidia,0,256,141.21199808219862,1095.15
Lenovo,Notebook,8,Windows 10,2.3,0,0,2.5,Intel Core i5,Nvidia,1000,128,141.21199808219862,859.95
HP,Notebook,4,Windows 10,1.86,0,0,2.0,Intel Core i3,Intel,1000,0,141.21199808219862,492.45
Lenovo,Notebook,8,Windows 10,1.1,0,1,2.5,Intel Core i5,Intel,0,256,165.6321180513006,1048.95
Dell,Ultrabook,16,Windows 10,1.21,1,1,1.8,Intel Core i7,Intel,0,1000,331.2642361026012,2623.95
MSI,Gaming,16,Windows 10,2.8,0,1,2.8,Intel Core i7,Nvidia,1000,256,141.21199808219862,2203.95
Acer,Notebook,8,Windows 10,2.23,0,0,2.2,AMD Processor,AMD,0,256,141.21199808219862,492.45
Asus,2 in 1 Convertible,2,Windows 10,1.1,1,0,1.1,Other Intel Processor,Intel,0,0,135.0942111925629,288.75
Dell,Notebook,8,Windows 10,2.33,0,0,1.6,Intel Core i5,AMD,1000,128,141.21199808219862,886.2
HP,2 in 1 Convertible,16,Windows 10,1.29,1,1,1.8,Intel Core i7,Intel,0,1000,331.2642361026012,2571.45
Lenovo,Notebook,4,Chrome OS,1.45,0,0,1.6,Other Intel Processor,Intel,0,0,117.82653006268644,482.9
HP,Notebook,8,Windows 10,1.95,0,0,2.5,Intel Core i5,Intel,0,256,157.3505121487356,1029.0
Acer,Notebook,4,Windows 10,1.4,0,0,1.6,Other Intel Processor,Intel,0,0,135.0942111925629,509.25
HP,Notebook,8,Windows 10,1.48,0,0,2.7,Intel Core i7,Intel,0,256,157.3505121487356,1356.6
Lenovo,Notebook,4,Windows 10,2.79,0,0,2.5,Intel Core i5,Nvidia,1000,0,106.11306214269258,618.45
Asus,Notebook,8,Windows 10,2.0,0,0,2.7,Intel Core i7,Intel,0,256,157.3505121487356,1148.7
HP,Notebook,8,Windows 10,2.1,0,1,1.8,Intel Core i7,Intel,1000,0,100.45466986113652,947.1
Acer,Notebook,8,Windows 10,2.2,0,0,2.7,AMD Processor,AMD,0,256,100.45466986113652,691.95
Lenovo,Notebook,4,Windows 10,1.44,0,0,1.1,Other Intel Processor,Intel,0,0,111.93520355955212,306.6
Acer,Notebook,6,Windows 10,2.23,0,0,2.5,Intel Core i5,Intel,1000,0,100.45466986113652,576.45
Asus,Ultrabook,8,Windows 10,1.7,0,0,2.7,Intel Core i7,Nvidia,0,256,141.21199808219862,1102.4
HP,Ultrabook,8,Windows 10,1.26,0,0,2.7,Intel Core i7,Intel,0,256,176.23257360658386,1401.75
Dell,Notebook,32,Windows 10,2.06,1,0,2.8,Intel Core i7,Nvidia,0,1000,282.42399616439724,2770.95
MSI,Gaming,8,Windows 10,2.7,0,0,2.8,Intel Core i7,Nvidia,1000,256,127.33567457123112,1258.95
Toshiba,Notebook,8,Windows 10,2.0,0,1,2.5,Intel Core i5,Intel,0,256,141.21199808219862,990.15
Asus,Notebook,8,Windows 10,2.0,0,0,2.7,Intel Core i7,Intel,1000,256,157.3505121487356,1400.7
Lenovo,Notebook,4,Windows 10,1.85,0,0,2.0,Intel Core i3,Intel,1000,0,141.21199808219862,471.45
Asus,Gaming,8,Windows 10,2.5,0,0,2.8,Intel Core i7,Nvidia,0,256,141.21199808219862,1048.95
HP,Notebook,8,Windows 10,1.48,0,0,2.6,Intel Core i5,Intel,0,256,157.3505121487356,1331.4
Dell,Ultrabook,8,Windows 10,1.9,0,1,1.6,Intel Core i5,Nvidia,1000,128,141.21199808219862,1101.45
HP,Notebook,8,Windows 10,1.84,0,0,2.5,Intel Core i5,Intel,0,256,141.21199808219862,1201.2
Asus,Notebook,4,Linux,2.0,0,0,1.1,Other Intel Processor,Intel,1000,0,100.45466986113652,288.74
Dell,Notebook,8,Windows 10,2.0,0,0,1.6,Intel Core i5,Nvidia,0,256,141.21199808219862,1199.89
Dell,Notebook,4,Linux,2.2,0,0,1.6,Other Intel Processor,Intel,500,0,100.45466986113652,288.64
Lenovo,Notebook,12,Windows 10,2.2,0,0,3.6,AMD Processor,AMD,2000,0,141.21199808219862,943.95
HP,Notebook,8,Windows 10,2.1,0,1,2.4,Intel Core i3,Nvidia,1000,0,141.21199808219862,751.8
Lenovo,2 in 1 Convertible,16,Windows 10,1.4,1,1,1.8,Intel Core i7,Intel,0,512,316.96506044349616,2203.95
Dell,Ultrabook,8,Windows 10,1.2,0,0,1.8,Intel Core i7,Intel,0,256,165.6321180513006,1657.95
Lenovo,Gaming,16,Windows 10,2.4,0,1,2.8,Intel Core i7,Nvidia,2000,256,141.21199808219862,1185.45
HP,Notebook,2,Windows 10,1.44,0,0,1.6,Other Intel Processor,Intel,0,0,111.93520355955212,292.95
Dell,Ultrabook,16,Windows 10,1.88,0,0,1.9,Intel Core i7,Intel,0,768,141.21199808219862,1688.36
Asus,2 in 1 Convertible,4,Windows 10,1.5,1,0,1.1,Other Intel Processor,Intel,0,0,135.0942111925629,393.75
Dell,Ultrabook,8,Windows 10,1.9,0,0,1.6,Intel Core i5,AMD,1000,0,141.21199808219862,696.15
Dell,Notebook,16,Windows 10,2.06,1,0,2.8,Intel Core i7,Nvidia,0,512,282.42399616439724,2128.79
HP,Notebook,8,Windows 10,1.84,0,0,2.7,Intel Core i7,Intel,0,256,141.21199808219862,1369.2
MSI,Gaming,8,Windows 10,2.7,0,0,2.8,Intel Core i7,Nvidia,1000,128,127.33567457123112,1479.45
HP,Workstation,8,Windows 10,2.6,0,0,2.8,Intel Core i7,Nvidia,0,256,141.21199808219862,1825.18
Toshiba,Notebook,16,Windows 10,2.4,0,1,2.5,Intel Core i7,Nvidia,0,512,141.21199808219862,1473.15
Dell,Notebook,8,Windows 10,2.02,0,0,1.8,Intel Core i7,AMD,2000,128,141.21199808219862,1019.44
Lenovo,Notebook,4,No OS,2.2,0,0,1.1,Other Intel Processor,Intel,1000,0,100.45466986113652,338.09
Dell,Gaming,8,Windows 10,2.65,0,0,2.5,Intel Core i5,Nvidia,1000,0,141.21199808219862,1048.95
Dell,Notebook,8,Windows 10,2.36,1,0,2.5,Intel Core i5,Intel,2000,0,100.45466986113652,585.24
Dell,Notebook,8,Windows 10,1.36,0,0,2.6,Intel Core i5,Intel,0,256,157.3505121487356,1498.35
HP,Notebook,4,Windows 10,1.86,0,0,2.0,Intel Core i3,Intel,500,0,100.45466986113652,460.95
Asus,Notebook,8,Windows 10,2.0,0,0,2.5,Intel Core i5,Intel,0,256,157.3505121487356,992.25
Lenovo,Notebook,6,Windows 10,2.8,0,0,2.5,Intel Core i5,Nvidia,1000,128,106.11306214269258,754.95
HP,Notebook,8,Windows 10,1.86,0,0,2.5,Intel Core i5,Intel,1000,0,141.21199808219862,670.95
Lenovo,Notebook,8,No OS,2.2,0,0,2.0,Intel Core i3,Nvidia,0,256,100.45466986113652,523.95
HP,Notebook,8,Windows 10,2.04,0,0,1.6,Other Intel Processor,Intel,2000,0,100.45466986113652,408.45
Dell,Notebook,8,Windows 10,2.8,0,0,1.6,Intel Core i5,AMD,1000,128,127.33567457123112,1139.25
Lenovo,Gaming,8,No OS,2.4,0,1,2.5,Intel Core i5,Nvidia,1000,128,141.21199808219862,849.45
Dell,Notebook,8,Windows 10,2.33,0,0,2.7,Intel Core i7,AMD,0,256,141.21199808219862,943.95
HP,Ultrabook,8,Windows 10,1.36,0,1,2.7,Intel Core i7,Intel,0,256,157.3505121487356,1837.5
Asus,2 in 1 Convertible,12,Windows 10,2.26,1,0,2.7,Intel Core i7,Nvidia,2000,512,141.21199808219862,1153.95
Acer,Notebook,4,Windows 10,2.1,0,0,3.0,AMD Processor,AMD,0,128,100.45466986113652,447.3
Asus,Gaming,16,Windows 10,3.25,0,1,3.0,AMD Processor,AMD,1000,256,127.33567457123112,2308.95
Lenovo,Notebook,4,Windows 10,2.6,0,0,2.2,AMD Processor,AMD,0,128,106.11306214269258,513.45
Dell,2 in 1 Convertible,8,Windows 10,1.62,1,0,1.8,Intel Core i7,Intel,0,256,165.6321180513006,912.46
HP,Notebook,4,Windows 10,1.91,0,0,3.0,AMD Processor,AMD,0,256,141.21199808219862,513.44
Lenovo,Netbook,4,Windows 10,1.59,0,1,1.1,Other Intel Processor,Intel,0,128,135.0942111925629,580.65
Dell,Notebook,4,Windows 10,1.8,0,0,1.6,Other Intel Processor,Intel,500,0,100.45466986113652,324.45
Asus,Notebook,4,Windows 10,1.5,0,0,1.1,Other Intel Processor,Intel,0,0,111.93520355955212,300.3
Acer,Notebook,8,Linux,2.4,0,0,2.8,Intel Core i7,Nvidia,1000,0,141.21199808219862,888.3
HP,Gaming,8,Windows 10,3.35,0,1,2.8,Intel Core i7,Nvidia,1000,128,127.33567457123112,1250.55
Lenovo,Notebook,4,No OS,1.85,0,0,2.0,Intel Core i3,Intel,0,128,141.21199808219862,423.68
Asus,Gaming,8,Windows 10,2.3,0,1,2.8,Intel Core i7,Nvidia,1000,128,141.21199808219862,1737.75
Lenovo,Notebook,8,Windows 10,1.5,0,1,2.5,Intel Core i5,Nvidia,0,256,157.3505121487356,1153.95
Asus,Ultrabook,16,Windows 10,1.1,1,0,2.7,Intel Core i7,Intel,0,512,165.6321180513006,1836.35
Lenovo,Ultrabook,8,Windows 10,1.13,0,1,2.7,Intel Core i7,Intel,0,512,209.8006828649808,2396.1
Lenovo,Notebook,4,Windows 10,1.5,0,1,2.4,Intel Core i3,Intel,0,128,165.6321180513006,576.45
Dell,Workstation,8,Windows 10,2.23,0,0,2.6,Intel Core i5,AMD,500,0,141.21199808219862,1437.45
Dell,Workstation,8,Windows 10,2.0,0,1,2.7,Intel Core i7,Nvidia,0,256,141.21199808219862,2241.75
Lenovo,2 in 1 Convertible,16,Windows 10,1.42,1,0,2.7,Intel Core i7,Intel,0,512,209.8006828649808,2634.45
Asus,Gaming,8,Windows 10,3.0,0,0,2.8,Intel Core i7,Nvidia,1000,0,127.33567457123112,1090.95
Asus,Gaming,16,Windows 10,3.0,0,0,2.8,Intel Core i7,Nvidia,1000,256,127.33567457123112,1670.55
Acer,Notebook,12,Windows 10,2.2,0,1,1.6,Intel Core i5,Nvidia,1000,0,100.45466986113652,728.69
MSI,Gaming,8,Windows 10,2.7,0,0,2.8,Intel Core i7,Nvidia,0,256,127.33567457123112,1416.45
Dell,Notebook,8,Linux,2.33,0,0,2.7,Intel Core i7,AMD,0,256,141.21199808219862,817.81
HP,Ultrabook,4,Windows 10,1.91,0,0,3.0,AMD Processor,AMD,0,256,141.21199808219862,523.95
Lenovo,Notebook,8,Windows 10,2.1,0,1,1.8,Intel Core i7,AMD,0,256,141.21199808219862,1291.04
Lenovo,Notebook,8,Windows 10,1.9,0,1,2.5,Intel Core i5,Intel,0,256,157.3505121487356,984.9
Dell,Workstation,8,Windows 10,1.78,1,0,2.8,Intel Core i7,Nvidia,0,256,282.42399616439724,2847.6
Lenovo,Ultrabook,16,Windows 10,1.13,0,1,2.7,Intel Core i7,Intel,0,1000,209.8006828649808,2756.25
Lenovo,Notebook,4,Windows 10,2.2,0,0,1.1,Other Intel Processor,Intel,1000,0,100.45466986113652,321.3
Asus,Gaming,16,Windows 10,2.9,0,0,2.8,Intel Core i7,Nvidia,1000,256,127.33567457123112,1605.45
Lenovo,Notebook,8,Windows 10,2.1,0,1,1.6,Intel Core i5,AMD,1000,256,141.21199808219862,1201.73
Acer,Notebook,8,Linux,2.5,0,0,2.8,Intel Core i7,Nvidia,0,256,141.21199808219862,922.95
MSI,Gaming,16,Windows 10,2.8,0,0,2.8,Intel Core i7,Nvidia,1000,256,127.33567457123112,2361.45
Asus,Ultrabook,8,Windows 10,1.1,0,0,2.7,Intel Core i7,Intel,0,512,157.3505121487356,1966.65
Toshiba,Ultrabook,16,Windows 10,1.2,0,0,2.5,Intel Core i7,Intel,0,512,165.6321180513006,1834.35
Dell,Ultrabook,8,Windows 10,1.36,0,0,2.8,Intel Core i7,Intel,0,512,157.3505121487356,1764.0
Lenovo,Notebook,4,Windows 10,2.2,0,0,2.0,Intel Core i3,Intel,500,0,141.21199808219862,429.45
Lenovo,Notebook,2,Windows 10,1.15,0,0,1.1,Other Intel Processor,Intel,0,0,135.0942111925629,319.67
Lenovo,Workstation,8,Windows 10,2.67,0,0,2.8,Intel Core i7,Nvidia,0,512,141.21199808219862,2021.25
Lenovo,Ultrabook,8,Windows 10,1.7,0,1,2.8,Intel Core i7,Nvidia,0,512,209.8006828649808,2040.15
HP,Notebook,4,Windows 10,2.1,0,0,2.0,Intel Core i3,AMD,1000,0,141.21199808219862,492.45
Acer,2 in 1 Convertible,8,Windows 10,1.6,1,1,2.5,Intel Core i7,Intel,0,256,165.6321180513006,828.46
Asus,2 in 1 Convertible,8,Windows 10,1.27,1,1,2.5,Intel Core i5,Intel,0,256,165.6321180513006,974.4
Dell,Notebook,4,Linux,2.3,0,0,2.5,Intel Core i5,AMD,0,256,141.21199808219862,628.84
Dell,Notebook,4,Windows 10,1.65,0,0,2.0,Intel Core i3,Intel,0,128,117.82653006268644,723.45
HP,Ultrabook,8,Windows 10,1.43,0,0,2.5,Intel Core i7,Intel,0,256,157.3505121487356,1575.0
Dell,Notebook,8,Windows 10,2.14,0,0,2.5,Intel Core i5,Intel,1000,0,100.45466986113652,566.95
Lenovo,Ultrabook,8,Windows 10,1.75,0,1,1.8,Intel Core i7,AMD,0,256,157.3505121487356,1276.15
Lenovo,2 in 1 Convertible,16,Windows 10,2.0,1,1,2.8,Intel Core i7,Nvidia,0,512,282.42399616439724,1993.95
Chuwi,Notebook,6,Windows 10,1.4,0,1,1.1,Other Intel Processor,Intel,0,0,267.3384360344031,471.45
HP,Notebook,8,Windows 10,2.31,0,0,2.9,Intel Core i7,Intel,0,256,141.21199808219862,1498.35
Asus,Notebook,8,Linux,2.3,0,0,2.4,Intel Core i3,Nvidia,1000,0,141.21199808219862,626.85
Dell,Gaming,16,Windows 10,4.42,0,1,2.9,Intel Core i7,Nvidia,1000,256,169.78089942830815,2938.95
Dell,Gaming,8,Windows 10,2.62,0,1,2.8,Intel Core i7,Nvidia,1000,128,141.21199808219862,1216.95
Dell,Notebook,8,Windows 10,2.02,0,0,1.8,Intel Core i7,AMD,2000,256,141.21199808219862,1199.52
Dell,Ultrabook,8,Linux,1.6,0,0,2.8,Intel Core i7,Intel,0,256,157.3505121487356,1153.95
HP,Gaming,12,Windows 10,3.35,0,0,2.8,Intel Core i7,Nvidia,1000,256,127.33567457123112,2098.95
Mediacom,2 in 1 Convertible,4,Windows 10,1.16,1,1,1.1,Other Intel Processor,Intel,0,32,189.90579052433608,313.95
Samsung,Netbook,4,Chrome OS,1.15,0,0,1.6,Other Intel Processor,Intel,0,0,135.0942111925629,282.45
Lenovo,Notebook,8,Windows 10,1.4,0,1,2.7,Intel Core i7,Intel,0,256,165.6321180513006,1060.5
Lenovo,Notebook,4,Windows 10,1.7,0,1,2.7,Intel Core i3,Intel,0,128,157.3505121487356,628.95
Lenovo,Workstation,16,Windows 10,2.3,0,1,2.8,Intel Core i7,Nvidia,0,512,282.42399616439724,2567.25
Lenovo,Notebook,16,Windows 10,2.5,0,0,2.9,Intel Core i7,Nvidia,0,512,141.21199808219862,2571.45
Asus,Gaming,8,Windows 10,3.2,0,0,3.2,AMD Processor,AMD,1000,256,127.33567457123112,1779.75
HP,Notebook,4,Windows 10,2.1,0,0,1.6,Other Intel Processor,Intel,500,0,100.45466986113652,364.35
Google,Ultrabook,16,Chrome OS,1.1,1,0,1.3,Intel Core i7,Intel,0,512,234.50740003017813,2308.95
Lenovo,Ultrabook,24,Windows 10,1.32,0,0,2.7,Intel Core i7,Intel,0,512,209.8006828649808,2501.1
Asus,Notebook,4,Linux,2.0,0,0,2.5,Intel Core i5,Intel,0,256,141.21199808219862,586.95
Lenovo,Notebook,8,Windows 10,2.8,0,0,2.5,AMD Processor,AMD,1000,0,106.11306214269258,544.95
Dell,Notebook,4,Windows 10,2.2,0,0,1.6,Intel Core i5,AMD,0,256,141.21199808219862,786.45
Lenovo,Ultrabook,8,Windows 10,1.36,0,1,2.5,Intel Core i5,Intel,0,256,176.23257360658386,1500.45
Lenovo,Notebook,4,Windows 10,2.2,0,0,1.1,Other Intel Processor,Intel,0,128,141.21199808219862,366.45
HP,Gaming,8,Windows 10,2.2,0,1,2.8,Intel Core i7,Nvidia,1000,128,141.21199808219862,1153.95
Dell,Notebook,8,Windows 10,1.64,0,0,2.8,Intel Core i5,Nvidia,0,256,157.3505121487356,1237.95
Acer,Notebook,4,Linux,2.4,0,0,2.5,Intel Core i5,Intel,500,0,100.45466986113652,463.89
Dell,Workstation,8,Windows 10,2.23,0,0,3.0,Other Intel Processor,Nvidia,1000,0,141.21199808219862,2092.65
MSI,Gaming,8,Windows 10,2.2,0,0,2.5,Intel Core i5,Nvidia,0,256,141.21199808219862,1079.13
Microsoft,Ultrabook,16,Windows 10 S,1.25,1,0,2.5,Intel Core i7,Intel,0,512,200.84255993695703,2718.45
HP,Notebook,8,Windows 10,1.91,0,0,2.5,Intel Core i5,Intel,0,128,100.45466986113652,618.45
Dell,Workstation,16,Windows 10,2.17,0,1,2.7,Intel Core i7,Nvidia,0,256,141.21199808219862,2073.75
HP,Workstation,8,Windows 10,2.31,0,1,2.9,Intel Core i7,Intel,0,512,141.21199808219862,1610.7
Lenovo,Notebook,8,Windows 10,1.65,0,0,2.5,Intel Core i5,Intel,0,256,157.3505121487356,1412.25
Dell,Notebook,8,Windows 10,2.36,0,0,1.8,Intel Core i7,AMD,1000,128,141.21199808219862,1027.95
Dell,2 in 1 Convertible,4,Windows 10,1.47,1,0,1.6,Other Intel Processor,Intel,500,0,135.0942111925629,502.95
Dell,Notebook,8,Windows 10,4.42,0,1,2.7,Intel Core i7,Nvidia,1000,0,127.33567457123112,2148.3
Microsoft,Ultrabook,4,Windows 10 S,1.252,1,0,2.2,Other Intel Processor,Intel,0,128,200.84255993695703,1038.45
Microsoft,Ultrabook,8,Windows 10 S,1.25,1,0,2.5,Intel Core i7,Intel,0,256,200.84255993695703,1888.95
HP,Notebook,8,Windows 10,2.5,0,0,2.0,Intel Core i3,Intel,0,256,106.11306214269258,671.9
Acer,Notebook,4,Windows 10,2.23,0,0,2.0,Intel Core i3,Nvidia,1000,0,141.21199808219862,571.2
Acer,Netbook,4,Windows 10,1.4,0,0,1.6,Other Intel Processor,Intel,0,128,135.0942111925629,456.75
Asus,Notebook,8,Windows 10,2.37,0,0,2.5,Intel Core i5,Intel,1000,0,141.21199808219862,786.45
