Company,TypeName,Ram,OpSys,Weight,TouchScreen,Ips,Cpu_Speed,Cpu_Type,Gpu_vender,HDD,SSD,ppi,Price_USD
Lenovo,Notebook,8,No OS,1.5,0,1,2.7,Intel Core i7,AMD,0,512,157.3505121487356,838.95
Lenovo,Notebook,8,Windows 10,2.67,0,0,2.9,Intel Core i7,Nvidia,0,256,141.21199808219862,2194.5
Asus,Notebook,4,Windows 10,2.0,0,0,1.1,Other Intel Processor,Intel,500,0,100.45466986113652,319.2
Acer,Notebook,4,Windows 10,2.2,0,0,2.0,Intel Core i3,Nvidia,500,0,100.45466986113652,492.45
Dell,Notebook,8,Windows 10,2.02,0,0,1.6,Intel Core i5,AMD,2000,0,141.21199808219862,796.95
HP,Gaming,12,Windows 10,3.78,0,1,2.8,Intel Core i7,Nvidia,1000,0,127.33567457123112,1783.95
Lenovo,Ultrabook,12,Windows 10,1.4,0,1,2.6,Intel Core i7,Intel,0,256,209.8006828649808,1950.9
HP,2 in 1 Convertible,8,Windows 10,1.29,1,1,1.8,Intel Core i7,Intel,0,512,331.2642361026012,2098.95
HP,Notebook,8,Windows 10,1.9,0,0,2.5,Intel Core i5,AMD,500,0,141.21199808219862,1211.7
Google,Ultrabook,8,Chrome OS,1.1,1,0,1.2,Intel Core i5,Intel,0,128,234.50740003017813,1338.75
Dell,Ultrabook,8,Windows 10,1.42,1,0,1.6,Intel Core i5,Intel,0,256,165.6321180513006,1933.94
Asus,Notebook,12,Windows 10,2.06,0,1,2.6,Intel Core i7,Intel,1000,128,282.42399616439724,1363.95
Dell,Notebook,8,Windows 10,1.79,0,0,2.3,Intel Core i3,Intel,0,128,111.93520355955212,777.0
Dell,Workstation,8,Windows 10,1.78,0,0,2.8,Intel Core i7,Nvidia,0,256,141.21199808219862,2528.4
Lenovo,Notebook,8,Windows 10,1.7,0,0,2.5,Intel Core i5,Intel,0,180,157.3505121487356,1432.2
Dell,Notebook,8,Windows 10,2.2,0,0,1.6,Intel Core i5,AMD,1000,0,141.21199808219862,708.75
Toshiba,Notebook,8,Windows 10,1.05,0,1,2.5,Intel Core i5,Intel,0,256,165.6321180513006,1755.6
Dell,Notebook,8,Windows 10,2.16,0,1,1.8,Intel Core i7,Nvidia,0,512,141.21199808219862,1325.1
Dell,Notebook,4,Windows 10,2.18,0,0,2.4,Intel Core i3,Intel,1000,0,100.45466986113652,615.93
HP,Notebook,4,Windows 10,1.49,0,1,1.6,Intel Core i5,Intel,0,128,165.6321180513006,762.3
Chuwi,Notebook,4,Windows 10,1.89,0,0,1.44,Other Intel Processor,Intel,0,0,141.21199808219862,261.35
Lenovo,Notebook,4,Windows 10,2.3,0,0,2.0,Intel Core i3,Intel,0,128,100.45466986113652,593.25
Lenovo,Notebook,8,Windows 10,1.75,0,1,1.6,Intel Core i5,Intel,0,256,157.3505121487356,1101.45
Dell,Workstation,16,Windows 10,2.17,0,1,2.7,Intel Core i7,Nvidia,0,512,141.21199808219862,2454.9
Dell,Notebook,16,Windows 10,2.06,0,0,2.8,Intel Core i7,Nvidia,0,512,141.21199808219862,1993.95
Lenovo,Ultrabook,16,Windows 10,1.36,0,1,2.7,Intel Core i7,Intel,0,512,176.23257360658386,1887.9
Asus,Ultrabook,16,Windows 10,0.91,0,0,2.7,Intel Core i7,Intel,0,512,176.23257360658386,2047.5
Lenovo,Notebook,8,Windows 10,2.3,0,1,2.5,Intel Core i5,Nvidia,0,256,141.21199808219862,1062.59
Toshiba,Ultrabook,32,Windows 10,1.05,1,0,2.7,Intel Core i7,Intel,0,512,165.6321180513006,2938.95
Asus,Gaming,8,Windows 10,1.99,0,0,2.8,Intel Core i7,Nvidia,1000,128,141.21199808219862,1417.5
Acer,Notebook,8,Windows 10,2.2,0,0,2.5,AMD Processor,AMD,1000,0,100.45466986113652,607.95
Asus,Gaming,24,Windows 10,4.33,1,1,2.6,Intel Core i7,Nvidia,1000,256,127.33567457123112,1332.45
Lenovo,Ultrabook,8,Windows 10,1.3,0,1,2.3,Intel Core i5,Intel,0,180,125.36742798669836,1153.95
Lenovo,Notebook,8,Windows 10,2.17,0,0,1.8,Intel Core i7,Intel,0,256,141.21199808219862,943.84
HP,Notebook,8,Windows 10,1.48,0,0,2.8,Intel Core i7,Intel,0,1000,157.3505121487356,1836.45
Lenovo,Notebook,8,Windows 10,1.4,0,1,2.4,Intel Core i3,Intel,0,256,165.6321180513006,996.45
Lenovo,Notebook,8,Windows 10,2.3,0,1,2.5,Intel Core i5,Intel,0,256,141.21199808219862,956.55
Asus,Netbook,4,Windows 10 S,1.2,0,0,1.1,Other Intel Processor,Intel,0,0,135.0942111925629,357.0
HP,Notebook,8,Windows 10,1.91,0,0,2.5,Intel Core i5,AMD,0,256,100.45466986113652,649.94
Lenovo,2 in 1 Convertible,8,Windows 10,1.4,1,1,1.6,Intel Core i5,Intel,0,256,158.48253022174808,1678.95
Lenovo,Notebook,4,Windows 10,2.1,0,0,1.1,Other Intel Processor,Intel,500,0,111.93520355955212,313.95
Lenovo,Netbook,4,Chrome OS,1.25,0,0,1.6,Other Intel Processor,Intel,0,16,135.0942111925629,278.25
Lenovo,Notebook,8,Windows 10,1.44,0,0,2.5,Intel Core i5,Intel,0,256,165.6321180513006,996.45
Asus,Notebook,8,Windows 10,2.0,0,0,2.7,Intel Core i7,Intel,1000,256,141.21199808219862,1285.2
Acer,Notebook,4,Windows 10,2.2,0,1,1.6,Intel Core i5,Nvidia,1000,0,141.21199808219862,643.65
HP,Ultrabook,8,Windows 10,1.34,0,1,2.7,Intel Core i7,Intel,0,512,165.6321180513006,1389.15
Lenovo,Gaming,8,No OS,2.4,0,1,2.8,Intel Core i7,Nvidia,1000,256,141.21199808219862,1206.45
Dell,Ultrabook,8,Windows 10,1.29,1,1,2.5,Intel Core i5,Intel,0,128,165.6321180513006,943.95
Acer,Notebook,4,Windows 10,2.2,0,0,2.7,Intel Core i7,Nvidia,500,0,141.21199808219862,670.95
Dell,Notebook,8,Windows 10,2.18,0,0,2.5,Intel Core i5,Intel,1000,0,141.21199808219862,877.8
Dell,Notebook,16,Windows 10,2.2,0,0,1.8,Intel Core i7,AMD,2000,256,141.21199808219862,1280.2
Xiaomi,Notebook,16,No OS,1.95,0,1,1.8,Intel Core i7,Nvidia,0,256,141.21199808219862,1469.95
Asus,Netbook,2,Windows 10,1.1,0,0,1.1,Other Intel Processor,Intel,0,0,135.0942111925629,257.25
HP,Notebook,4,Windows 10,2.04,1,0,1.6,Intel Core i5,Intel,1000,0,100.45466986113652,547.54
Asus,Gaming,24,Windows 10,2.24,0,0,2.8,Intel Core i7,Nvidia,0,512,141.21199808219862,3116.4
HP,Notebook,8,Windows 10,2.04,0,0,2.5,Intel Core i5,Nvidia,0,256,141.21199808219862,933.45
Asus,Gaming,16,Windows 10,3.0,0,0,2.8,Intel Core i7,Nvidia,1000,256,127.33567457123112,1579.2
Lenovo,Gaming,8,Windows 10,3.2,0,1,2.8,Intel Core i7,Nvidia,1000,256,141.21199808219862,1468.95
HP,Ultrabook,8,Windows 10,1.32,0,1,2.7,Intel Core i7,Intel,0,256,165.6321180513006,1468.95
Dell,Notebook,8,Windows 10,1.64,0,0,2.6,Intel Core i5,Intel,0,256,157.3505121487356,1343.72
HP,Notebook,4,Windows 10,1.63,0,0,2.0,Intel Core i3,Intel,0,128,100.45466986113652,723.45
Dell,Notebook,8,Linux,2.8,0,1,1.6,Intel Core i5,AMD,1000,128,127.33567457123112,933.45
Lenovo,Notebook,8,Windows 7,2.02,0,0,2.3,Intel Core i5,Intel,0,256,157.3505121487356,1407.0
Lenovo,Notebook,4,Windows 10,2.2,0,0,2.7,Intel Core i7,Nvidia,1000,0,141.21199808219862,838.95
Lenovo,Notebook,8,No OS,2.2,0,0,2.0,Intel Core i3,Nvidia,2000,0,100.45466986113652,481.95
Dell,Notebook,4,Windows 10,2.3,0,0,2.5,Intel Core i5,AMD,500,0,141.21199808219862,614.25
Dell,Notebook,8,Windows 10,1.9,0,0,2.8,Intel Core i5,Intel,0,256,141.21199808219862,1445.85
Dell,Gaming,16,Windows 10,4.42,0,1,2.8,Intel Core i7,Nvidia,1000,128,127.33567457123112,3163.41
Toshiba,Notebook,8,Windows 10,2.0,0,1,2.5,Intel Core i5,Intel,500,0,141.21199808219862,903.0
Asus,Notebook,8,Windows 10,2.0,0,1,2.7,Intel Core i7,Nvidia,1000,256,282.42399616439724,1363.95
Mediacom,Notebook,4,Windows 10,1.2,0,1,1.1,Other Intel Processor,Intel,0,32,165.6321180513006,387.45
Asus,Gaming,8,Windows 10,2.3,0,1,2.5,Intel Core i5,Nvidia,1000,128,141.21199808219862,1731.45
Dell,Notebook,8,Windows 10,1.93,0,0,2.8,Intel Core i7,Nvidia,0,256,141.21199808219862,1437.45
Dell,Notebook,8,Windows 10,2.2,0,0,1.6,Intel Core i5,AMD,0,256,141.21199808219862,837.28
HP,Notebook,4,Windows 10,1.86,0,0,1.6,Other Intel Processor,Intel,0,256,141.21199808219862,418.94
HP,Gaming,12,Windows 10,2.62,0,0,2.8,Intel Core i7,Nvidia,1000,0,127.33567457123112,1888.95
Lenovo,Notebook,8,Windows 10,1.87,0,1,2.7,Intel Core i7,Nvidia,0,256,157.3505121487356,901.95
Dell,Ultrabook,8,Windows 10,1.2,1,0,1.8,Intel Core i7,Intel,0,256,276.053530085501,1468.95
Dell,Notebook,4,Windows 10,1.6,0,0,2.0,Intel Core i3,Intel,0,128,157.3505121487356,772.66
HP,Ultrabook,8,Windows 10,1.34,0,1,2.7,Intel Core i7,Intel,0,256,276.053530085501,1202.25
Acer,Gaming,8,Linux,2.4,0,0,2.5,Intel Core i5,Nvidia,1000,0,141.21199808219862,837.9
Asus,Notebook,4,Windows 10,2.0,0,0,1.8,AMD Processor,AMD,500,0,100.45466986113652,366.45
HP,Notebook,4,Windows 10,2.1,0,0,2.4,Intel Core i3,Intel,0,128,141.21199808219862,740.78
Lenovo,Notebook,4,Windows 10,1.87,0,0,2.5,Intel Core i5,Intel,500,0,157.3505121487356,824.25
Lenovo,Notebook,4,No OS,2.15,0,0,2.3,Intel Core i5,Intel,1000,0,141.21199808219862,485.47
HP,Notebook,4,Windows 10,1.86,0,0,2.0,Intel Core i3,Intel,500,0,141.21199808219862,416.85
Lenovo,Notebook,8,Windows 10,1.99,0,1,2.7,Intel Core i7,Intel,0,512,141.21199808219862,1815.45
Lenovo,Notebook,4,Windows 10,2.2,0,0,2.0,Intel Core i3,Intel,0,128,141.21199808219862,523.95
Dell,Notebook,8,Windows 10,1.9,0,0,2.5,Intel Core i5,Intel,0,256,141.21199808219862,1172.84
Dell,Gaming,16,Windows 10,4.42,0,1,2.8,Intel Core i7,Nvidia,1000,256,127.33567457123112,2833.95
HP,Notebook,8,Windows 10,2.65,0,0,2.0,Intel Core i3,Intel,1000,0,106.11306214269258,571.36
HP,Notebook,8,Windows 10,2.63,0,0,2.7,Intel Core i7,Nvidia,1000,0,127.33567457123112,1344.0
Asus,Notebook,4,Linux,2.0,0,0,1.1,Other Intel Processor,Intel,500,0,100.45466986113652,235.2
Mediacom,Notebook,4,Windows 10,1.35,0,1,1.44,Other Intel Processor,Intel,0,0,165.6321180513006,267.75
Lenovo,Notebook,6,Windows 10,2.8,0,0,2.7,Intel Core i7,Nvidia,1000,128,106.11306214269258,996.45
HP,Notebook,6,Windows 10,1.91,0,1,2.5,AMD Processor,AMD,0,128,141.21199808219862,597.34
Dell,Notebook,4,Windows 10,2.18,0,0,2.0,Intel Core i3,AMD,1000,0,100.45466986113652,648.79
Acer,2 in 1 Convertible,4,Windows 10,1.25,1,1,2.0,Other Intel Processor,Intel,0,0,189.90579052433608,366.45
Lenovo,Notebook,4,Windows 10,2.05,0,0,2.7,Intel Core i3,Intel,0,128,141.21199808219862,661.5
HP,Ultrabook,16,Windows 10,1.16,1,1,1.2,Other Intel Processor,Intel,0,512,276.053530085501,2063.25
Lenovo,Notebook,8,Windows 10,3.4,0,1,2.8,Intel Core i7,Nvidia,0,256,127.33567457123112,3148.95
Asus,Notebook,8,Windows 10,2.5,0,0,2.5,Intel Core i5,Nvidia,1000,128,141.21199808219862,880.95
Dell,Ultrabook,8,Windows 10,1.21,1,1,1.6,Intel Core i5,Intel,0,128,331.2642361026012,1678.95
Dell,Notebook,4,Windows 10,1.93,0,0,2.6,Intel Core i5,Intel,500,0,100.45466986113652,1006.95
Fujitsu,Notebook,8,Windows 10,2.2,0,0,2.5,Intel Core i5,Intel,1000,0,100.45466986113652,775.95
Lenovo,Notebook,4,Windows 10,2.2,0,0,1.1,Other Intel Processor,Intel,500,0,141.21199808219862,361.2
Lenovo,Notebook,4,Windows 10,2.02,0,0,2.5,Intel Core i5,Intel,500,0,111.93520355955212,1039.5
HP,Workstation,8,Windows 10,3.14,0,0,2.8,Intel Core i5,Nvidia,500,0,106.11306214269258,1954.04
HP,Notebook,8,Windows 10,1.94,0,0,1.6,Other Intel Processor,Intel,2000,0,111.93520355955212,408.45
HP,Notebook,6,Windows 10,1.95,0,1,3.0,AMD Processor,AMD,0,256,141.21199808219862,681.45
Lenovo,Notebook,8,Windows 10,2.3,0,0,2.5,Intel Core i5,Intel,0,256,141.21199808219862,871.5
Lenovo,Notebook,4,Windows 10,2.05,0,0,1.6,Intel Core i5,Intel,500,0,141.21199808219862,719.25
Mediacom,Notebook,4,Windows 10,1.4,0,0,1.44,Other Intel Processor,Intel,0,32,157.3505121487356,261.45
Toshiba,Ultrabook,16,Windows 10,1.24,1,0,2.7,Intel Core i7,Intel,0,512,157.3505121487356,1958.25
Lenovo,Gaming,32,Windows 10,4.6,0,1,2.7,Intel Core i7,Nvidia,1000,256,127.33567457123112,2796.15
MSI,Gaming,16,Windows 10,4.14,0,0,2.9,Intel Core i7,Nvidia,1000,512,127.33567457123112,2865.45
Dell,Notebook,8,Linux,2.2,0,0,2.7,Intel Core i7,AMD,0,256,141.21199808219862,786.46
Mediacom,Notebook,4,Windows 10,1.45,0,1,1.1,Other Intel Processor,Intel,0,32,157.3505121487356,408.45
Dell,Notebook,8,Windows 10,1.9,0,0,2.6,Intel Core i5,Intel,500,0,100.45466986113652,1058.95
HP,Notebook,4,Windows 10,1.49,0,0,2.4,Intel Core i3,Intel,0,128,165.6321180513006,754.95
Dell,Notebook,16,Windows 10,1.93,0,0,2.8,Intel Core i7,Nvidia,0,256,141.21199808219862,1614.26
Dell,Netbook,4,Chrome OS,1.26,0,0,1.6,Other Intel Processor,Intel,0,0,135.0942111925629,309.75
MSI,Gaming,16,Windows 10,4.5,0,0,2.7,Intel Core i7,Nvidia,1000,128,127.33567457123112,2466.45
HP,Gaming,16,Windows 10,3.78,0,1,2.8,Intel Core i7,Nvidia,1000,256,127.33567457123112,1572.9
Lenovo,Ultrabook,12,Windows 10,1.4,0,1,2.6,Intel Core i7,Intel,0,256,157.3505121487356,1756.65
Lenovo,Notebook,12,Windows 10,2.2,1,0,1.8,Intel Core i7,Intel,1000,0,100.45466986113652,639.45
Asus,Gaming,8,Windows 10,2.73,0,1,2.5,Intel Core i5,Nvidia,1000,128,127.33567457123112,1858.5
Asus,2 in 1 Convertible,8,Windows 10,2.2,1,0,2.5,Intel Core i5,Intel,1000,0,100.45466986113652,775.95
Lenovo,Notebook,12,Windows 10,2.2,0,0,3.6,AMD Processor,AMD,0,512,141.21199808219862,996.45
Dell,2 in 1 Convertible,4,Windows 10,1.39,1,0,1.0,Other Intel Processor,Intel,0,128,135.0942111925629,633.15
Samsung,Notebook,16,Windows 10,2.5,0,0,2.8,Intel Core i7,Nvidia,1000,128,141.21199808219862,1783.95
Lenovo,Notebook,4,No OS,2.8,0,0,2.0,Intel Core i3,Intel,500,0,127.33567457123112,555.45
Lenovo,Notebook,8,Windows 10,2.29,0,0,2.3,Intel Core i3,Intel,1000,0,100.45466986113652,481.95
Lenovo,2 in 1 Convertible,8,Windows 10,1.37,1,1,2.7,Intel Core i7,Intel,0,512,165.6321180513006,2126.25
Lenovo,Notebook,8,Windows 10,1.7,0,1,2.5,Intel Core i5,Intel,0,256,157.3505121487356,1547.7
Dell,2 in 1 Convertible,8,Windows 10,1.34,1,0,2.5,Intel Core i5,Intel,0,256,176.23257360658386,1753.5
Dell,Workstation,8,Windows 10,2.06,1,0,2.8,Intel Core i7,Nvidia,0,256,141.21199808219862,1851.15
HP,Notebook,8,Windows 10,1.84,0,0,2.7,Intel Core i7,Intel,0,256,141.21199808219862,1279.95
HP,Notebook,4,Windows 10,2.1,0,0,2.4,Intel Core i3,Intel,500,0,100.45466986113652,701.9
Acer,Notebook,4,Windows 10,1.6,0,0,1.1,Other Intel Processor,Intel,0,0,157.3505121487356,345.45
MSI,Gaming,16,Windows 10,4.14,0,0,2.7,Intel Core i7,Nvidia,1000,128,127.33567457123112,2308.95
Dell,Notebook,4,Linux,2.18,0,0,2.0,Intel Core i3,AMD,1000,0,100.45466986113652,488.25
MSI,Gaming,16,Windows 10,1.8,0,0,2.8,Intel Core i7,Nvidia,2000,256,282.42399616439724,2413.95
Toshiba,Notebook,8,Windows 10,2.2,0,1,2.5,Intel Core i7,Intel,0,256,141.21199808219862,1468.95
Lenovo,Notebook,6,Windows 10,2.4,0,0,2.5,Intel Core i5,Intel,1000,0,141.21199808219862,592.2
Lenovo,2 in 1 Convertible,8,Windows 10,2.0,1,1,2.8,Intel Core i7,Intel,0,256,141.21199808219862,1363.95
Acer,Notebook,4,Windows 10,1.6,0,0,1.6,Other Intel Processor,Intel,0,0,111.93520355955212,366.45
Lenovo,Notebook,32,Windows 10,2.5,0,1,3.1,Other Intel Processor,Nvidia,0,1000,282.42399616439724,5143.95
Dell,Gaming,16,Windows 10,2.59,0,0,2.6,Intel Core i7,Nvidia,1000,0,141.21199808219862,922.96
Dell,Notebook,4,Linux,2.18,0,0,2.0,Intel Core i3,Intel,1000,0,100.45466986113652,466.1
Dell,Notebook,4,Linux,2.25,0,0,2.0,Intel Core i3,Intel,1000,0,100.45466986113652,376.95
Dell,Notebook,4,Linux,1.93,0,0,2.6,Intel Core i5,Intel,500,0,100.45466986113652,912.45
Asus,Gaming,8,Windows 10,3.0,0,0,2.8,Intel Core i7,Nvidia,1000,128,127.33567457123112,1226.4
Dell,Notebook,4,Linux,2.18,0,0,2.5,Intel Core i5,AMD,0,128,141.21199808219862,597.45
HP,Ultrabook,8,Windows 10,1.84,0,0,2.7,Intel Core i7,Intel,0,512,141.21199808219862,1458.45
MSI,Gaming,16,Windows 10,2.94,0,0,2.8,Intel Core i7,Nvidia,1000,256,141.21199808219862,2381.25
Acer,2 in 1 Convertible,4,Chrome OS,1.25,1,1,1.6,Other Intel Processor,Intel,0,0,135.0942111925629,397.95
HP,Notebook,8,Windows 10,2.31,0,0,2.6,Intel Core i5,Intel,0,256,111.93520355955212,1180.2
Lenovo,Notebook,8,Windows 7,1.65,0,0,2.3,Intel Core i5,Intel,0,256,157.3505121487356,1538.25
Dell,Notebook,4,Windows 10,2.2,0,0,1.6,Intel Core i5,AMD,1000,0,141.21199808219862,814.8
Fujitsu,Notebook,8,Windows 10,2.2,0,0,2.5,Intel Core i5,Intel,0,256,100.45466986113652,838.95
HP,Notebook,4,Windows 7,1.88,0,0,2.3,Intel Core i5,Intel,500,0,100.45466986113652,978.6
Lenovo,Notebook,8,Windows 10,2.2,0,0,2.7,Intel Core i7,Nvidia,1000,0,141.21199808219862,943.95
Mediacom,Notebook,2,Windows 10,1.4,0,0,1.44,Other Intel Processor,Intel,0,0,157.3505121487356,250.95
Lenovo,Notebook,4,No OS,2.2,0,0,2.5,Intel Core i5,Intel,0,128,141.21199808219862,491.4
Asus,2 in 1 Convertible,6,Windows 10,1.5,1,0,2.5,Intel Core i5,Intel,1000,0,165.6321180513006,670.96
Dell,Notebook,8,Windows 10,2.0,0,0,2.8,Intel Core i7,Nvidia,0,256,141.21199808219862,1911.0
Asus,Ultrabook,16,Windows 10,1.1,0,0,2.7,Intel Core i7,Intel,0,512,157.3505121487356,1995.0
Dell,Gaming,16,Windows 10,2.62,0,0,2.8,Intel Core i7,Nvidia,1000,256,141.21199808219862,1552.95
Lenovo,Notebook,4,Windows 10,1.8,0,0,1.6,Intel Core i5,Intel,0,256,141.21199808219862,870.45
Lenovo,Notebook,4,Windows 10,2.2,0,0,2.0,Intel Core i3,Nvidia,1000,0,141.21199808219862,607.95
Asus,Notebook,8,Windows 10,2.0,0,0,1.1,Other Intel Processor,Intel,1000,0,100.45466986113652,418.95
Asus,Notebook,8,Windows 10,1.99,0,0,2.5,Intel Core i5,Nvidia,1000,0,141.21199808219862,951.95
Dell,Ultrabook,8,Windows 10,1.23,1,0,1.6,Intel Core i5,Intel,0,256,276.053530085501,1962.45
Lenovo,Notebook,2,Windows 10,1.42,0,0,1.6,Other Intel Processor,Intel,0,0,111.93520355955212,261.45
Lenovo,2 in 1 Convertible,8,Windows 10,1.37,1,1,2.7,Intel Core i7,Intel,0,256,165.6321180513006,1845.29
Dell,Notebook,16,Windows 10,2.06,1,0,2.8,Intel Core i7,Nvidia,0,1000,282.42399616439724,2518.95
Lenovo,Gaming,8,Windows 10,2.5,0,1,2.8,Intel Core i7,Nvidia,1000,128,141.21199808219862,1164.45
HP,Notebook,8,Windows 10,2.6,0,0,3.0,AMD Processor,AMD,1000,0,107.98564559226952,546.95
Lenovo,Ultrabook,16,Windows 10,1.14,0,1,2.7,Intel Core i7,Intel,0,512,157.3505121487356,2572.5
Asus,Gaming,8,No OS,2.5,0,1,2.8,Intel Core i7,Nvidia,1000,0,141.21199808219862,1227.45
Acer,Notebook,4,Windows 10,2.4,0,0,2.0,Intel Core i3,Intel,500,0,100.45466986113652,472.5
Lenovo,Notebook,4,Windows 10,1.43,0,0,1.6,Other Intel Processor,Intel,0,0,111.93520355955212,287.7
Acer,Ultrabook,8,Windows 10,1.8,0,1,2.5,Intel Core i5,Intel,0,256,157.3505121487356,964.95
Razer,Gaming,16,Windows 10,1.95,0,0,2.8,Intel Core i7,Nvidia,0,256,157.3505121487356,2728.95
Toshiba,Notebook,8,Windows 10,1.2,0,0,2.3,Intel Core i5,Intel,0,256,165.6321180513006,1273.65
Lenovo,Ultrabook,8,Windows 10,1.36,0,1,2.7,Intel Core i7,Intel,0,256,176.23257360658386,1663.2
Asus,Gaming,32,Windows 10,3.8,0,1,2.7,Intel Core i7,Nvidia,0,512,127.33567457123112,2938.95
Acer,Gaming,8,Linux,2.4,0,0,2.5,Intel Core i5,Nvidia,1000,0,141.21199808219862,744.45
Dell,Ultrabook,8,Windows 10,1.2,0,0,1.6,Intel Core i5,Intel,0,256,165.6321180513006,1522.4
MSI,Gaming,8,Windows 10,2.2,0,0,2.8,Intel Core i7,Nvidia,1000,128,141.21199808219862,1251.39
HP,Notebook,4,No OS,1.86,0,0,2.0,Intel Core i3,Intel,500,0,100.45466986113652,383.14
Toshiba,Notebook,8,Windows 10,2.0,0,1,2.5,Intel Core i5,Intel,500,0,141.21199808219862,1117.2
Dell,Notebook,8,Windows 10,2.2,0,0,1.8,Intel Core i7,AMD,0,256,141.21199808219862,964.95
Dell,Notebook,16,Windows 10,2.2,0,0,1.8,Intel Core i7,AMD,2000,256,141.21199808219862,1191.75
Lenovo,Gaming,8,Windows 10,3.31,0,1,2.6,Intel Core i7,Nvidia,1000,128,141.21199808219862,1255.8
Dell,Gaming,32,Windows 10,4.42,0,1,2.8,Intel Core i7,Nvidia,1000,512,254.67134914246225,3304.74
Dell,Notebook,8,Windows 10,1.56,0,0,2.4,Intel Core i5,Intel,0,256,157.3505121487356,1290.45
Lenovo,Notebook,4,Windows 10,2.2,0,0,1.1,Other Intel Processor,Intel,500,0,100.45466986113652,439.95
Lenovo,Notebook,4,Windows 10,2.2,0,0,2.3,Intel Core i5,Intel,500,0,141.21199808219862,561.75
HP,Notebook,6,Windows 10,2.04,0,0,2.0,Intel Core i3,AMD,1000,0,141.21199808219862,565.95
MSI,Gaming,8,Windows 10,2.7,0,0,2.8,Intel Core i7,Nvidia,1000,128,127.33567457123112,1561.11
Toshiba,Notebook,4,Windows 10,2.1,0,0,2.1,Intel Core i3,Intel,0,128,100.45466986113652,522.9
Dell,Notebook,8,Windows 10,2.06,0,0,2.5,Intel Core i5,Intel,1000,0,141.21199808219862,1002.75
HP,Notebook,8,Windows 10,2.1,0,0,2.7,Intel Core i7,AMD,1000,0,141.21199808219862,782.25
Toshiba,Notebook,8,Windows 10,2.0,0,1,2.5,Intel Core i5,Intel,0,256,141.21199808219862,1320.9
Acer,Notebook,4,Linux,2.1,0,0,2.0,Intel Core i3,Intel,0,128,100.45466986113652,432.6
Microsoft,Ultrabook,8,Windows 10 S,1.252,1,0,2.8,Intel Core i7,Intel,0,256,200.84255993695703,1961.24
Lenovo,Notebook,8,Windows 10,1.9,0,0,2.5,Intel Core i5,AMD,1000,128,141.21199808219862,858.85
Lenovo,2 in 1 Convertible,8,Windows 10,1.3,1,1,2.5,Intel Core i5,Intel,0,256,165.6321180513006,1085.7
Lenovo,Notebook,4,Windows 10,2.2,0,0,2.2,AMD Processor,AMD,0,128,100.45466986113652,366.45
HP,2 in 1 Convertible,4,Windows 10,1.63,1,1,2.4,Intel Core i3,Nvidia,0,128,157.3505121487356,733.95
MSI,Gaming,16,Windows 10,2.4,0,0,2.8,Intel Core i7,Nvidia,1000,256,141.21199808219862,1358.7
Asus,Ultrabook,8,Windows 10,1.1,0,0,2.5,Intel Core i5,Intel,0,256,157.3505121487356,1191.75
HP,2 in 1 Convertible,8,Chrome OS,1.4,1,0,1.1,Other Intel Processor,Intel,0,0,135.0942111925629,519.75
LG,Ultrabook,8,Windows 10,1.09,0,1,1.8,Intel Core i7,Intel,0,512,141.21199808219862,2413.95
Acer,Gaming,16,Windows 10,2.5,0,0,2.5,Intel Core i5,Nvidia,0,256,141.21199808219862,1363.95
MSI,Gaming,8,Windows 10,2.2,0,0,2.5,Intel Core i5,Nvidia,0,256,141.21199808219862,1047.8
Asus,Notebook,4,Windows 10,1.86,0,0,1.1,Other Intel Processor,Intel,0,128,100.45466986113652,439.95
Dell,Gaming,16,Windows 10,3.21,0,0,2.5,Intel Core i5,Nvidia,1000,128,141.21199808219862,2153.55
HP,Notebook,4,Windows 10,2.5,0,1,2.0,Intel Core i3,AMD,0,256,127.33567457123112,733.95
Lenovo,2 in 1 Convertible,8,Windows 10,1.19,1,1,1.8,Intel Core i7,Intel,0,512,165.6321180513006,1573.95
Dell,Gaming,16,Windows 10,3.49,0,0,2.9,Intel Core i7,Nvidia,1000,256,141.21199808219862,2954.44
HP,Notebook,4,Windows 10,1.86,0,0,2.5,Intel Core i5,AMD,500,0,100.45466986113652,643.24
Dell,Notebook,4,Windows 10,2.2,0,0,2.0,Intel Core i3,AMD,1000,0,100.45466986113652,572.95
HP,Notebook,6,Windows 10,2.65,0,1,2.4,AMD Processor,AMD,2000,0,127.33567457123112,597.45
Lenovo,Notebook,4,Windows 10,2.1,0,0,1.6,Other Intel Processor,Intel,500,0,100.45466986113652,333.9
Acer,Notebook,4,Chrome OS,1.45,0,0,1.6,Other Intel Processor,Intel,0,0,111.93520355955212,393.75
Lenovo,Notebook,4,Windows 10,1.7,0,0,2.5,Intel Core i5,Intel,0,256,157.3505121487356,733.95
HP,Workstation,8,Windows 10,3.14,0,0,2.8,Intel Core i7,Nvidia,500,0,127.33567457123112,2003.39
Lenovo,2 in 1 Convertible,8,Windows 10,1.42,1,0,2.7,Intel Core i7,Intel,0,256,209.8006828649808,2719.5
Toshiba,Notebook,8,Windows 10,1.5,0,1,2.5,Intel Core i5,Intel,0,256,165.6321180513006,1021.65
Acer,Netbook,4,Windows 10,1.4,0,0,1.6,Other Intel Processor,Intel,0,0,135.0942111925629,282.45
